x   y
2	106596
3	26145
4	13270
5	7735
6	5341
7	3967
8	2887
9	2297
10	1882
11	1627
12	1275
13	1103
14	978
15	875
16	735
17	668
18	612
19	535
20	524
21	478
22	442
23	418
24	324
25	346
26	330
27	268
28	259
29	260
30	263
31	222
32	190
33	191
34	208
35	155
36	177
37	181
38	162
39	150
40	137
41	140
42	128
43	121
44	119
45	120
46	96
47	107
48	98
49	99
50	104
51	97
52	109
53	75
54	82
55	83
56	78
57	72
58	68
59	78
60	77
61	66
62	63
63	73
64	52
65	65
66	55
67	52
68	49
69	50
70	67
71	53
72	46
73	49
74	57
75	56
76	52
77	50
78	46
79	33
80	38
81	36
82	37
83	28
84	43
85	39
86	54
87	39
88	23
89	35
90	41
91	31
92	25
93	28
94	30
95	38
96	31
97	25
98	23
99	31
100	28
101	36
102	20
103	28
104	28
105	32
106	27
107	25
108	17
109	22
110	28
111	20
112	20
113	21
114	20
115	15
116	22
117	12
118	24
119	15
120	23
121	20
122	20
123	16
124	22
125	22
126	16
127	27
128	18
129	15
130	19
131	16
132	18
133	13
134	15
135	15
136	16
137	29
138	16
139	20
140	19
141	18
142	8
143	14
144	9
145	10
146	12
147	14
148	19
149	14
150	13
151	16
152	12
153	8
154	15
155	8
156	9
157	13
158	11
159	12
160	7
161	20
162	14
163	5
164	10
165	10
166	12
167	15
168	12
169	17
170	14
171	9
172	12
173	10
174	9
175	9
176	11
177	9
178	8
179	13
180	12
181	10
182	9
183	6
184	9
185	13
186	15
187	6
188	11
189	9
190	7
191	12
192	12
193	11
194	4
195	11
196	6
197	6
198	13
199	11
200	9
201	8
202	8
203	8
204	7
205	9
206	4
207	5
208	10
209	7
210	9
211	6
212	12
213	7
214	6
215	11
216	8
217	12
218	6
219	12
220	7
221	7
222	13
223	7
224	3
225	9
226	6
227	6
228	7
229	7
230	6
231	5
232	10
233	10
234	7
235	2
236	4
237	5
238	3
239	5
240	7
241	8
242	7
243	5
244	2
245	4
246	7
247	3
248	4
249	3
250	5
251	8
252	8
253	6
254	3
255	4
256	4
257	3
258	3
259	3
260	8
261	3
262	7
264	6
265	5
266	7
267	3
268	9
269	4
270	3
271	7
272	4
273	5
274	2
275	3
276	4
277	3
278	5
279	3
280	2
281	5
282	5
283	6
284	2
285	2
286	5
287	1
288	6
289	2
290	5
291	7
292	3
293	4
294	3
295	4
296	7
297	7
298	6
299	3
300	8
302	4
303	3
304	2
305	1
306	3
307	6
308	2
309	3
310	7
311	2
312	2
313	4
314	7
315	6
316	2
317	6
318	3
319	2
321	7
322	2
323	3
324	5
325	6
326	5
328	3
329	3
330	5
331	2
332	3
333	4
334	2
335	1
336	4
337	1
338	3
339	3
340	5
341	4
342	5
343	3
344	3
345	4
346	2
347	1
348	3
349	4
350	4
351	5
352	2
353	3
354	2
355	3
356	4
357	4
358	3
359	5
360	4
361	3
362	1
363	5
364	4
365	7
367	4
368	1
369	6
371	3
372	4
373	1
374	3
375	1
376	3
377	5
378	3
379	3
380	2
381	3
382	1
383	4
384	2
385	3
386	4
388	3
389	2
390	3
392	1
393	4
394	2
395	4
396	5
397	3
398	1
400	1
401	3
402	1
403	1
404	3
405	3
407	4
408	2
409	1
410	2
411	2
412	2
413	2
414	2
416	4
417	3
418	1
420	1
422	3
423	2
424	2
425	3
426	4
428	3
429	2
430	1
431	1
432	1
433	4
434	1
435	3
436	1
438	3
439	2
440	1
442	5
443	5
444	2
445	3
446	2
447	2
448	2
450	2
451	3
452	3
453	1
454	2
455	3
456	3
457	3
458	1
459	1
460	1
461	1
462	3
463	3
465	3
466	2
468	3
469	2
